GL class,Ledger Type,Ledger Name,Ledger Code,Ledger Description,Ledger Currency,Branch,Related Parent Ledger,Mapped Product Code,Mapped Product Name
Expense,Parent,Huge1563,EXPH77,This is a parent under a parent Vault Cash 1563,TBT,S012,,,
Expense,Parent,Huge1564,EXPH78,This is a parent under a parent Vault Cash 1564,TBT,S012,,,
Expense,Parent,Huge1565,EXPH79,This is a parent under a parent Vault Cash 1565,TBT,S012,,,
Expense,Parent,Huge1566,EXPH80,This is a parent under a parent Vault Cash 1566,TBT,S012,,,
Expense,Parent,Huge1567,EXPH81,This is a parent under a parent Vault Cash 1567,TBT,S012,,,
Expense,Parent,Huge1568,EXPH82,This is a parent under a parent Vault Cash 1568,TBT,S012,,,
Expense,Parent,Huge1569,EXPH83,This is a parent under a parent Vault Cash 1569,TBT,S012,,,
Expense,Parent,Huge1570,EXPH84,This is a parent under a parent Vault Cash 1570,TBT,S012,,,
Expense,Parent,Huge1571,EXPH85,This is a parent under a parent Vault Cash 1571,TBT,S012,,,
Expense,Parent,Huge1572,EXPH86,This is a parent under a parent Vault Cash 1572,TBT,S012,,,
Expense,Parent,Huge1573,EXPH87,This is a parent under a parent Vault Cash 1573,TBT,S012,,,
Expense,Parent,Huge1574,EXPH88,This is a parent under a parent Vault Cash 1574,TBT,S012,,,
Expense,Parent,Huge1576,EXPH90,This is a parent under a parent Vault Cash 1576,TBT,S012,,,
Expense,Parent,Huge1577,EXPH91,This is a parent under a parent Vault Cash 1577,TBT,S012,,,
Expense,Parent,Huge1579,EXPH93,This is a parent under a parent Vault Cash 1579,TBT,S012,,,
Liability,Parent,Huge1580,LIAH94,This is a parent under a parent Vault Cash 1580,TBT,S012,,,
Liability,Parent,Huge1581,LIAH95,This is a parent under a parent Vault Cash 1581,TBT,S012,,,
Liability,Parent,Huge1582,LIAH96,This is a parent under a parent Vault Cash 1582,TBT,S012,,,
Liability,Parent,Huge1583,LIAH97,This is a parent under a parent Vault Cash 1583,TBT,S012,,,
Liability,Parent,Huge1584,LIAH98,This is a parent under a parent Vault Cash 1584,TBT,S012,,,
Liability,Parent,Huge1585,LIAH99,This is a parent under a parent Vault Cash 1585,TBT,S012,,,
Liability,Parent,Huge1586,LIAI01,This is a parent under a parent Vault Cash 1586,TBT,S012,,,
Liability,Parent,Huge1587,LIAI02,This is a parent under a parent Vault Cash 1587,TBT,S012,,,
Liability,Parent,Huge1588,LIAI03,This is a parent under a parent Vault Cash 1588,TBT,S012,,,
Liability,Parent,Huge1589,LIAI04,This is a parent under a parent Vault Cash 1589,TBT,S012,,,
Liability,Parent,Huge1590,LIAI05,This is a parent under a parent Vault Cash 1590,TBT,S012,,,
Liability,Parent,Huge1591,LIAI06,This is a parent under a parent Vault Cash 1591,TBT,S012,,,
Liability,Parent,Huge1592,LIAI07,This is a parent under a parent Vault Cash 1592,TBT,S012,,,
Liability,Parent,Huge1593,LIAI08,This is a parent under a parent Vault Cash 1593,TBT,S012,,,
Liability,Parent,Huge1594,LIAI09,This is a parent under a parent Vault Cash 1594,TBT,S012,,,
Liability,Parent,Huge1595,LIAI10,This is a parent under a parent Vault Cash 1595,TBT,S012,,,
Liability,Parent,Huge1596,LIAI11,This is a parent under a parent Vault Cash 1596,TBT,S012,,,
Liability,Parent,Huge1597,LIAI12,This is a parent under a parent Vault Cash 1597,TBT,S012,,,
Liability,Parent,Huge1598,LIAI13,This is a parent under a parent Vault Cash 1598,TBT,S012,,,
Liability,Parent,Huge1599,LIAI14,This is a parent under a parent Vault Cash 1599,TBT,S012,,,
Liability,Parent,Huge1600,LIAI15,This is a parent under a parent Vault Cash 1600,TBT,S012,,,
Liability,Parent,Huge1601,LIAI16,This is a parent under a parent Vault Cash 1601,TBT,S012,,,
Liability,Parent,Huge1602,LIAI17,This is a parent under a parent Vault Cash 1602,TBT,S012,,,
Liability,Parent,Huge1603,LIAI18,This is a parent under a parent Vault Cash 1603,TBT,S012,,,
Liability,Parent,Huge1604,LIAI19,This is a parent under a parent Vault Cash 1604,TBT,S012,,,
Liability,Parent,Huge1605,LIAI20,This is a parent under a parent Vault Cash 1605,TBT,S012,,,
Liability,Parent,Huge1606,LIAI21,This is a parent under a parent Vault Cash 1606,TBT,S012,,,
Liability,Parent,Huge1607,LIAI22,This is a parent under a parent Vault Cash 1607,TBT,S012,,,
Liability,Parent,Huge1608,LIAI23,This is a parent under a parent Vault Cash 1608,TBT,S012,,,
Liability,Parent,Huge1609,LIAI24,This is a parent under a parent Vault Cash 1609,TBT,S012,,,
Liability,Parent,Huge1610,LIAI25,This is a parent under a parent Vault Cash 1610,TBT,S012,,,
Liability,Parent,Huge1611,LIAI26,This is a parent under a parent Vault Cash 1611,TBT,S012,,,
Liability,Parent,Huge1612,LIAI27,This is a parent under a parent Vault Cash 1612,TBT,S012,,,
Liability,Parent,Huge1613,LIAI28,This is a parent under a parent Vault Cash 1613,TBT,S012,,,
Liability,Parent,Huge1614,LIAI29,This is a parent under a parent Vault Cash 1614,TBT,S012,,,
Liability,Parent,Huge1615,LIAI30,This is a parent under a parent Vault Cash 1615,TBT,S012,,,
Liability,Parent,Huge1616,LIAI31,This is a parent under a parent Vault Cash 1616,TBT,S012,,,
Liability,Parent,Huge1617,LIAI32,This is a parent under a parent Vault Cash 1617,TBT,S012,,,
Liability,Parent,Huge1618,LIAI33,This is a parent under a parent Vault Cash 1618,TBT,S012,,,
Liability,Parent,Huge1619,LIAI34,This is a parent under a parent Vault Cash 1619,TBT,S012,,,
Liability,Parent,Huge1620,LIAI35,This is a parent under a parent Vault Cash 1620,TBT,S012,,,
Liability,Parent,Huge1621,LIAI36,This is a parent under a parent Vault Cash 1621,TBT,S012,,,
Liability,Parent,Huge1622,LIAI37,This is a parent under a parent Vault Cash 1622,TBT,S012,,,
Liability,Parent,Huge1623,LIAI38,This is a parent under a parent Vault Cash 1623,TBT,S012,,,
Liability,Parent,Huge1624,LIAI39,This is a parent under a parent Vault Cash 1624,TBT,S012,,,
Liability,Parent,Huge1625,LIAI40,This is a parent under a parent Vault Cash 1625,TBT,S012,,,
Liability,Parent,Huge1626,LIAI41,This is a parent under a parent Vault Cash 1626,TBT,S012,,,
Liability,Parent,Huge1627,LIAI42,This is a parent under a parent Vault Cash 1627,TBT,S012,,,
Liability,Parent,Huge1628,LIAI43,This is a parent under a parent Vault Cash 1628,TBT,S012,,,
Liability,Parent,Huge1629,LIAI44,This is a parent under a parent Vault Cash 1629,TBT,S012,,,
Liability,Parent,Huge1630,LIAI45,This is a parent under a parent Vault Cash 1630,TBT,S012,,,
Liability,Parent,Huge1631,LIAI46,This is a parent under a parent Vault Cash 1631,TBT,S012,,,
Liability,Parent,Huge1632,LIAI47,This is a parent under a parent Vault Cash 1632,TBT,S012,,,
Liability,Parent,Huge1633,LIAI48,This is a parent under a parent Vault Cash 1633,TBT,S012,,,
Liability,Parent,Huge1634,LIAI49,This is a parent under a parent Vault Cash 1634,TBT,S012,,,
Liability,Parent,Huge1635,LIAI50,This is a parent under a parent Vault Cash 1635,TBT,S012,,,
Liability,Parent,Huge1636,LIAI51,This is a parent under a parent Vault Cash 1636,TBT,S012,,,
Liability,Parent,Huge1637,LIAI52,This is a parent under a parent Vault Cash 1637,TBT,S012,,,
Liability,Parent,Huge1638,LIAI53,This is a parent under a parent Vault Cash 1638,TBT,S012,,,
Liability,Parent,Huge1639,LIAI54,This is a parent under a parent Vault Cash 1639,TBT,S012,,,
Liability,Parent,Huge1640,LIAI55,This is a parent under a parent Vault Cash 1640,TBT,S012,,,
Liability,Parent,Huge1641,LIAI56,This is a parent under a parent Vault Cash 1641,TBT,S012,,,
Liability,Parent,Huge1642,LIAI57,This is a parent under a parent Vault Cash 1642,TBT,S012,,,
Liability,Parent,Huge1643,LIAI58,This is a parent under a parent Vault Cash 1643,TBT,S012,,,
Liability,Parent,Huge1644,LIAI59,This is a parent under a parent Vault Cash 1644,TBT,S012,,,
Liability,Parent,Huge1645,LIAI60,This is a parent under a parent Vault Cash 1645,TBT,S012,,,
Liability,Parent,Huge1646,LIAI61,This is a parent under a parent Vault Cash 1646,TBT,S012,,,
Liability,Parent,Huge1647,LIAI62,This is a parent under a parent Vault Cash 1647,TBT,S012,,,
Liability,Parent,Huge1648,LIAI63,This is a parent under a parent Vault Cash 1648,TBT,S012,,,
Liability,Parent,Huge1649,LIAI64,This is a parent under a parent Vault Cash 1649,TBT,S012,,,
Liability,Parent,Huge1650,LIAI65,This is a parent under a parent Vault Cash 1650,TBT,S012,,,
Liability,Parent,Huge1651,LIAI66,This is a parent under a parent Vault Cash 1651,TBT,S012,,,
Liability,Parent,Huge1652,LIAI67,This is a parent under a parent Vault Cash 1652,TBT,S012,,,
Liability,Parent,Huge1653,LIAI68,This is a parent under a parent Vault Cash 1653,TBT,S012,,,
Liability,Parent,Huge1654,LIAI69,This is a parent under a parent Vault Cash 1654,TBT,S012,,,
Liability,Parent,Huge1655,LIAI70,This is a parent under a parent Vault Cash 1655,TBT,S012,,,
Liability,Parent,Huge1656,LIAI71,This is a parent under a parent Vault Cash 1656,TBT,S012,,,
Liability,Parent,Huge1657,LIAI72,This is a parent under a parent Vault Cash 1657,TBT,S012,,,
Liability,Parent,Huge1658,LIAI73,This is a parent under a parent Vault Cash 1658,TBT,S012,,,
Liability,Parent,Huge1659,LIAI74,This is a parent under a parent Vault Cash 1659,TBT,S012,,,
Liability,Parent,Huge1660,LIAI75,This is a parent under a parent Vault Cash 1660,TBT,S012,,,
Liability,Parent,Huge1661,LIAI76,This is a parent under a parent Vault Cash 1661,TBT,S012,,,
Liability,Parent,Huge1662,LIAI77,This is a parent under a parent Vault Cash 1662,TBT,S012,,,
Liability,Parent,Huge1663,LIAI78,This is a parent under a parent Vault Cash 1663,TBT,S012,,,
Liability,Parent,Huge1664,LIAI79,This is a parent under a parent Vault Cash 1664,TBT,S012,,,
Liability,Parent,Huge1665,LIAI80,This is a parent under a parent Vault Cash 1665,TBT,S012,,,
Liability,Parent,Huge1666,LIAI81,This is a parent under a parent Vault Cash 1666,TBT,S012,,,
Liability,Parent,Huge1667,LIAI82,This is a parent under a parent Vault Cash 1667,TBT,S012,,,
Liability,Parent,Huge1668,LIAI83,This is a parent under a parent Vault Cash 1668,TBT,S012,,,
Liability,Parent,Huge1669,LIAI84,This is a parent under a parent Vault Cash 1669,TBT,S012,,,
Liability,Parent,Huge1670,LIAI85,This is a parent under a parent Vault Cash 1670,TBT,S012,,,
Liability,Parent,Huge1671,LIAI86,This is a parent under a parent Vault Cash 1671,TBT,S012,,,
Liability,Parent,Huge1672,LIAI87,This is a parent under a parent Vault Cash 1672,TBT,S012,,,
Liability,Parent,Huge1673,LIAI88,This is a parent under a parent Vault Cash 1673,TBT,S012,,,
Liability,Parent,Huge1674,LIAI89,This is a parent under a parent Vault Cash 1674,TBT,S012,,,
Liability,Parent,Huge1675,LIAI90,This is a parent under a parent Vault Cash 1675,TBT,S012,,,
Liability,Parent,Huge1676,LIAI91,This is a parent under a parent Vault Cash 1676,TBT,S012,,,
Liability,Parent,Huge1677,LIAI92,This is a parent under a parent Vault Cash 1677,TBT,S012,,,
Liability,Parent,Huge1678,LIAI93,This is a parent under a parent Vault Cash 1678,TBT,S012,,,
Liability,Parent,Huge1679,LIAI94,This is a parent under a parent Vault Cash 1679,TBT,S012,,,
Liability,Parent,Huge1680,LIAI95,This is a parent under a parent Vault Cash 1680,TBT,S012,,,
Liability,Parent,Huge1681,LIAI96,This is a parent under a parent Vault Cash 1681,TBT,S012,,,
Liability,Parent,Huge1682,LIAI97,This is a parent under a parent Vault Cash 1682,TBT,S012,,,
Liability,Parent,Huge1683,LIAI98,This is a parent under a parent Vault Cash 1683,TBT,S012,,,
Liability,Parent,Huge1684,LIAI99,This is a parent under a parent Vault Cash 1684,TBT,S012,,,
Liability,Parent,Huge1685,LIAJ01,This is a parent under a parent Vault Cash 1685,TBT,S012,,,
Liability,Parent,Huge1686,LIAJ02,This is a parent under a parent Vault Cash 1686,TBT,S012,,,
Liability,Parent,Huge1687,LIAJ03,This is a parent under a parent Vault Cash 1687,TBT,S012,,,
Liability,Parent,Huge1688,LIAJ04,This is a parent under a parent Vault Cash 1688,TBT,S012,,,
Liability,Parent,Huge1689,LIAJ05,This is a parent under a parent Vault Cash 1689,TBT,S012,,,
Liability,Parent,Huge1690,LIAJ06,This is a parent under a parent Vault Cash 1690,TBT,S012,,,
Liability,Parent,Huge1691,LIAJ07,This is a parent under a parent Vault Cash 1691,TBT,S012,,,
Liability,Parent,Huge1692,LIAJ08,This is a parent under a parent Vault Cash 1692,TBT,S012,,,
Liability,Parent,Huge1693,LIAJ09,This is a parent under a parent Vault Cash 1693,TBT,S012,,,
Liability,Parent,Huge1694,LIAJ10,This is a parent under a parent Vault Cash 1694,TBT,S012,,,
Liability,Parent,Huge1695,LIAJ11,This is a parent under a parent Vault Cash 1695,TBT,S012,,,
Liability,Parent,Huge1696,LIAJ12,This is a parent under a parent Vault Cash 1696,TBT,S012,,,
Liability,Parent,Huge1697,LIAJ13,This is a parent under a parent Vault Cash 1697,TBT,S012,,,
Liability,Parent,Huge1698,LIAJ14,This is a parent under a parent Vault Cash 1698,TBT,S012,,,
Liability,Parent,Huge1699,LIAJ15,This is a parent under a parent Vault Cash 1699,TBT,S012,,,
Liability,Parent,Huge1700,LIAJ16,This is a parent under a parent Vault Cash 1700,TBT,S012,,,
Liability,Parent,Huge1701,LIAJ17,This is a parent under a parent Vault Cash 1701,TBT,S012,,,
Liability,Parent,Huge1702,LIAJ18,This is a parent under a parent Vault Cash 1702,TBT,S012,,,
Liability,Parent,Huge1703,LIAJ19,This is a parent under a parent Vault Cash 1703,TBT,S012,,,
Liability,Parent,Huge1704,LIAJ20,This is a parent under a parent Vault Cash 1704,TBT,S012,,,
Liability,Parent,Huge1705,LIAJ21,This is a parent under a parent Vault Cash 1705,TBT,S012,,,
Liability,Parent,Huge1706,LIAJ22,This is a parent under a parent Vault Cash 1706,TBT,S012,,,
Liability,Parent,Huge1707,LIAJ23,This is a parent under a parent Vault Cash 1707,TBT,S012,,,
Liability,Parent,Huge1708,LIAJ24,This is a parent under a parent Vault Cash 1708,TBT,S012,,,
Liability,Parent,Huge1709,LIAJ25,This is a parent under a parent Vault Cash 1709,TBT,S012,,,
Liability,Parent,Huge1710,LIAJ26,This is a parent under a parent Vault Cash 1710,TBT,S012,,,
Liability,Parent,Huge1711,LIAJ27,This is a parent under a parent Vault Cash 1711,TBT,S012,,,
Liability,Parent,Huge1712,LIAJ28,This is a parent under a parent Vault Cash 1712,TBT,S012,,,
Liability,Parent,Huge1713,LIAJ29,This is a parent under a parent Vault Cash 1713,TBT,S012,,,
Liability,Parent,Huge1714,LIAJ30,This is a parent under a parent Vault Cash 1714,TBT,S012,,,
Liability,Parent,Huge1715,LIAJ31,This is a parent under a parent Vault Cash 1715,TBT,S012,,,
Liability,Parent,Huge1716,LIAJ32,This is a parent under a parent Vault Cash 1716,TBT,S012,,,
Liability,Parent,Huge1717,LIAJ33,This is a parent under a parent Vault Cash 1717,TBT,S012,,,
Liability,Parent,Huge1718,LIAJ34,This is a parent under a parent Vault Cash 1718,TBT,S012,,,
Liability,Parent,Huge1719,LIAJ35,This is a parent under a parent Vault Cash 1719,TBT,S012,,,
Liability,Parent,Huge1720,LIAJ36,This is a parent under a parent Vault Cash 1720,TBT,S012,,,
Liability,Parent,Huge1721,LIAJ37,This is a parent under a parent Vault Cash 1721,TBT,S012,,,
Liability,Parent,Huge1722,LIAJ38,This is a parent under a parent Vault Cash 1722,TBT,S012,,,
Liability,Parent,Huge1723,LIAJ39,This is a parent under a parent Vault Cash 1723,TBT,S012,,,
Liability,Parent,Huge1724,LIAJ40,This is a parent under a parent Vault Cash 1724,TBT,S012,,,
Liability,Parent,Huge1725,LIAJ41,This is a parent under a parent Vault Cash 1725,TBT,S012,,,
Liability,Parent,Huge1726,LIAJ42,This is a parent under a parent Vault Cash 1726,TBT,S012,,,
Liability,Parent,Huge1727,LIAJ43,This is a parent under a parent Vault Cash 1727,TBT,S012,,,
Liability,Parent,Huge1728,LIAJ44,This is a parent under a parent Vault Cash 1728,TBT,S012,,,
Liability,Parent,Huge1729,LIAJ45,This is a parent under a parent Vault Cash 1729,TBT,S012,,,
Liability,Parent,Huge1730,LIAJ46,This is a parent under a parent Vault Cash 1730,TBT,S012,,,
Liability,Parent,Huge1731,LIAJ47,This is a parent under a parent Vault Cash 1731,TBT,S012,,,
Liability,Parent,Huge1732,LIAJ48,This is a parent under a parent Vault Cash 1732,TBT,S012,,,
Liability,Parent,Huge1733,LIAJ49,This is a parent under a parent Vault Cash 1733,TBT,S012,,,
Liability,Parent,Huge1734,LIAJ50,This is a parent under a parent Vault Cash 1734,TBT,S012,,,
Liability,Parent,Huge1735,LIAJ51,This is a parent under a parent Vault Cash 1735,TBT,S012,,,
Liability,Parent,Huge1736,LIAJ52,This is a parent under a parent Vault Cash 1736,TBT,S012,,,
Liability,Parent,Huge1737,LIAJ53,This is a parent under a parent Vault Cash 1737,TBT,S012,,,
Liability,Parent,Huge1738,LIAJ54,This is a parent under a parent Vault Cash 1738,TBT,S012,,,
Liability,Parent,Huge1739,LIAJ55,This is a parent under a parent Vault Cash 1739,TBT,S012,,,
Liability,Parent,Huge1740,LIAJ56,This is a parent under a parent Vault Cash 1740,TBT,S012,,,
Liability,Parent,Huge1741,LIAJ57,This is a parent under a parent Vault Cash 1741,TBT,S012,,,
Liability,Parent,Huge1742,LIAJ58,This is a parent under a parent Vault Cash 1742,TBT,S012,,,
Liability,Parent,Huge1743,LIAJ59,This is a parent under a parent Vault Cash 1743,TBT,S012,,,
Liability,Parent,Huge1744,LIAJ60,This is a parent under a parent Vault Cash 1744,TBT,S012,,,
Liability,Parent,Huge1745,LIAJ61,This is a parent under a parent Vault Cash 1745,TBT,S012,,,
Liability,Parent,Huge1746,LIAJ62,This is a parent under a parent Vault Cash 1746,TBT,S012,,,
Liability,Parent,Huge1747,LIAJ63,This is a parent under a parent Vault Cash 1747,TBT,S012,,,
Liability,Parent,Huge1748,LIAJ64,This is a parent under a parent Vault Cash 1748,TBT,S012,,,
Liability,Parent,Huge1749,LIAJ65,This is a parent under a parent Vault Cash 1749,TBT,S012,,,
Liability,Parent,Huge1750,LIAJ66,This is a parent under a parent Vault Cash 1750,TBT,S012,,,
Liability,Parent,Huge1751,LIAJ67,This is a parent under a parent Vault Cash 1751,TBT,S012,,,
Liability,Parent,Huge1752,LIAJ68,This is a parent under a parent Vault Cash 1752,TBT,S012,,,
Liability,Parent,Huge1753,LIAJ69,This is a parent under a parent Vault Cash 1753,TBT,S012,,,
Liability,Parent,Huge1754,LIAJ70,This is a parent under a parent Vault Cash 1754,TBT,S012,,,
Liability,Parent,Huge1755,LIAJ71,This is a parent under a parent Vault Cash 1755,TBT,S012,,,
Liability,Parent,Huge1756,LIAJ72,This is a parent under a parent Vault Cash 1756,TBT,S012,,,
Liability,Parent,Huge1757,LIAJ73,This is a parent under a parent Vault Cash 1757,TBT,S012,,,
Liability,Parent,Huge1758,LIAJ74,This is a parent under a parent Vault Cash 1758,TBT,S012,,,
Liability,Parent,Huge1759,LIAJ75,This is a parent under a parent Vault Cash 1759,TBT,S012,,,
Liability,Parent,Huge1760,LIAJ76,This is a parent under a parent Vault Cash 1760,TBT,S012,,,
Liability,Parent,Huge1761,LIAJ77,This is a parent under a parent Vault Cash 1761,TBT,S012,,,
Liability,Parent,Huge1762,LIAJ78,This is a parent under a parent Vault Cash 1762,TBT,S012,,,
Liability,Parent,Huge1763,LIAJ79,This is a parent under a parent Vault Cash 1763,TBT,S012,,,
Liability,Parent,Huge1764,LIAJ80,This is a parent under a parent Vault Cash 1764,TBT,S012,,,
Liability,Parent,Huge1765,LIAJ81,This is a parent under a parent Vault Cash 1765,TBT,S012,,,
Liability,Parent,Huge1766,LIAJ82,This is a parent under a parent Vault Cash 1766,TBT,S012,,,
Liability,Parent,Huge1767,LIAJ83,This is a parent under a parent Vault Cash 1767,TBT,S012,,,
Liability,Parent,Huge1768,LIAJ84,This is a parent under a parent Vault Cash 1768,TBT,S012,,,
Liability,Parent,Huge1769,LIAJ85,This is a parent under a parent Vault Cash 1769,TBT,S012,,,
Liability,Parent,Huge1770,LIAJ86,This is a parent under a parent Vault Cash 1770,TBT,S012,,,
Liability,Parent,Huge1771,LIAJ87,This is a parent under a parent Vault Cash 1771,TBT,S012,,,
Liability,Parent,Huge1772,LIAJ88,This is a parent under a parent Vault Cash 1772,TBT,S012,,,
Liability,Parent,Huge1773,LIAJ89,This is a parent under a parent Vault Cash 1773,TBT,S012,,,
Liability,Parent,Huge1774,LIAJ90,This is a parent under a parent Vault Cash 1774,TBT,S012,,,
Liability,Parent,Huge1775,LIAJ91,This is a parent under a parent Vault Cash 1775,TBT,S012,,,
Liability,Parent,Huge1776,LIAJ92,This is a parent under a parent Vault Cash 1776,TBT,S012,,,
Liability,Parent,Huge1777,LIAJ93,This is a parent under a parent Vault Cash 1777,TBT,S012,,,
Liability,Parent,Huge1778,LIAJ94,This is a parent under a parent Vault Cash 1778,TBT,S012,,,
Liability,Parent,Huge1779,LIAJ95,This is a parent under a parent Vault Cash 1779,TBT,S012,,,
Liability,Parent,Huge1780,LIAJ96,This is a parent under a parent Vault Cash 1780,TBT,S012,,,
Liability,Parent,Huge1781,LIAJ97,This is a parent under a parent Vault Cash 1781,TBT,S012,,,
Liability,Parent,Huge1782,LIAJ98,This is a parent under a parent Vault Cash 1782,TBT,S012,,,
Liability,Parent,Huge1783,LIAJ99,This is a parent under a parent Vault Cash 1783,TBT,S012,,,
Liability,Parent,Huge1784,LIAK01,This is a parent under a parent Vault Cash 1784,TBT,S012,,,
Liability,Parent,Huge1785,LIAK02,This is a parent under a parent Vault Cash 1785,TBT,S012,,,
Liability,Parent,Huge1786,LIAK03,This is a parent under a parent Vault Cash 1786,TBT,S012,,,
Liability,Parent,Huge1787,LIAK04,This is a parent under a parent Vault Cash 1787,TBT,S012,,,
Liability,Parent,Huge1788,LIAK05,This is a parent under a parent Vault Cash 1788,TBT,S012,,,
Liability,Parent,Huge1789,LIAK06,This is a parent under a parent Vault Cash 1789,TBT,S012,,,
Liability,Parent,Huge1790,LIAK07,This is a parent under a parent Vault Cash 1790,TBT,S012,,,
Liability,Parent,Huge1791,LIAK08,This is a parent under a parent Vault Cash 1791,TBT,S012,,,
Liability,Parent,Huge1792,LIAK09,This is a parent under a parent Vault Cash 1792,TBT,S012,,,
Liability,Parent,Huge1793,LIAK10,This is a parent under a parent Vault Cash 1793,TBT,S012,,,
Liability,Parent,Huge1794,LIAK11,This is a parent under a parent Vault Cash 1794,TBT,S012,,,
Liability,Parent,Huge1795,LIAK12,This is a parent under a parent Vault Cash 1795,TBT,S012,,,
Liability,Parent,Huge1796,LIAK13,This is a parent under a parent Vault Cash 1796,TBT,S012,,,
Liability,Parent,Huge1797,LIAK14,This is a parent under a parent Vault Cash 1797,TBT,S012,,,
Liability,Parent,Huge1798,LIAK15,This is a parent under a parent Vault Cash 1798,TBT,S012,,,
Liability,Parent,Huge1799,LIAK16,This is a parent under a parent Vault Cash 1799,TBT,S012,,,
Liability,Parent,Huge1800,LIAK17,This is a parent under a parent Vault Cash 1800,TBT,S012,,,
Liability,Parent,Huge1801,LIAK18,This is a parent under a parent Vault Cash 1801,TBT,S012,,,
Liability,Parent,Huge1802,LIAK19,This is a parent under a parent Vault Cash 1802,TBT,S012,,,
Liability,Parent,Huge1803,LIAK20,This is a parent under a parent Vault Cash 1803,TBT,S012,,,
Liability,Parent,Huge1804,LIAK21,This is a parent under a parent Vault Cash 1804,TBT,S012,,,
Liability,Parent,Huge1805,LIAK22,This is a parent under a parent Vault Cash 1805,TBT,S012,,,
Liability,Parent,Huge1806,LIAK23,This is a parent under a parent Vault Cash 1806,TBT,S012,,,
Liability,Parent,Huge1807,LIAK24,This is a parent under a parent Vault Cash 1807,TBT,S012,,,
Liability,Parent,Huge1808,LIAK25,This is a parent under a parent Vault Cash 1808,TBT,S012,,,
Liability,Parent,Huge1809,LIAK26,This is a parent under a parent Vault Cash 1809,TBT,S012,,,
Liability,Parent,Huge1810,LIAK27,This is a parent under a parent Vault Cash 1810,TBT,S012,,,
Liability,Parent,Huge1811,LIAK28,This is a parent under a parent Vault Cash 1811,TBT,S012,,,
Liability,Parent,Huge1812,LIAK29,This is a parent under a parent Vault Cash 1812,TBT,S012,,,
Liability,Parent,Huge1813,LIAK30,This is a parent under a parent Vault Cash 1813,TBT,S012,,,
Liability,Parent,Huge1814,LIAK31,This is a parent under a parent Vault Cash 1814,TBT,S012,,,
Liability,Parent,Huge1815,LIAK32,This is a parent under a parent Vault Cash 1815,TBT,S012,,,
Liability,Parent,Huge1816,LIAK33,This is a parent under a parent Vault Cash 1816,TBT,S012,,,
Liability,Parent,Huge1817,LIAK34,This is a parent under a parent Vault Cash 1817,TBT,S012,,,
Liability,Parent,Huge1818,LIAK35,This is a parent under a parent Vault Cash 1818,TBT,S012,,,
Liability,Parent,Huge1819,LIAK36,This is a parent under a parent Vault Cash 1819,TBT,S012,,,
Liability,Parent,Huge1820,LIAK37,This is a parent under a parent Vault Cash 1820,TBT,S012,,,
Liability,Parent,Huge1821,LIAK38,This is a parent under a parent Vault Cash 1821,TBT,S012,,,
Liability,Parent,Huge1822,LIAK39,This is a parent under a parent Vault Cash 1822,TBT,S012,,,
Liability,Parent,Huge1823,LIAK40,This is a parent under a parent Vault Cash 1823,TBT,S012,,,
Liability,Parent,Huge1824,LIAK41,This is a parent under a parent Vault Cash 1824,TBT,S012,,,
Liability,Parent,Huge1825,LIAK42,This is a parent under a parent Vault Cash 1825,TBT,S012,,,
Liability,Parent,Huge1826,LIAK43,This is a parent under a parent Vault Cash 1826,TBT,S012,,,
Liability,Parent,Huge1827,LIAK44,This is a parent under a parent Vault Cash 1827,TBT,S012,,,
Liability,Parent,Huge1828,LIAK45,This is a parent under a parent Vault Cash 1828,TBT,S012,,,
Liability,Parent,Huge1829,LIAK46,This is a parent under a parent Vault Cash 1829,TBT,S012,,,
Liability,Parent,Huge1830,LIAK47,This is a parent under a parent Vault Cash 1830,TBT,S012,,,
Liability,Parent,Huge1831,LIAK48,This is a parent under a parent Vault Cash 1831,TBT,S012,,,
Liability,Parent,Huge1832,LIAK49,This is a parent under a parent Vault Cash 1832,TBT,S012,,,
Liability,Parent,Huge1833,LIAK50,This is a parent under a parent Vault Cash 1833,TBT,S012,,,
Liability,Parent,Huge1834,LIAK51,This is a parent under a parent Vault Cash 1834,TBT,S012,,,
Liability,Parent,Huge1835,LIAK52,This is a parent under a parent Vault Cash 1835,TBT,S012,,,
Liability,Parent,Huge1836,LIAK53,This is a parent under a parent Vault Cash 1836,TBT,S012,,,
Liability,Parent,Huge1837,LIAK54,This is a parent under a parent Vault Cash 1837,TBT,S012,,,
Liability,Parent,Huge1838,LIAK55,This is a parent under a parent Vault Cash 1838,TBT,S012,,,
Liability,Parent,Huge1839,LIAK56,This is a parent under a parent Vault Cash 1839,TBT,S012,,,
Liability,Parent,Huge1840,LIAK57,This is a parent under a parent Vault Cash 1840,TBT,S012,,,
Liability,Parent,Huge1841,LIAK58,This is a parent under a parent Vault Cash 1841,TBT,S012,,,
Liability,Parent,Huge1842,LIAK59,This is a parent under a parent Vault Cash 1842,TBT,S012,,,
Liability,Parent,Huge1843,LIAK60,This is a parent under a parent Vault Cash 1843,TBT,S012,,,
Liability,Parent,Huge1844,LIAK61,This is a parent under a parent Vault Cash 1844,TBT,S012,,,
Liability,Parent,Huge1845,LIAK62,This is a parent under a parent Vault Cash 1845,TBT,S012,,,
Liability,Parent,Huge1846,LIAK63,This is a parent under a parent Vault Cash 1846,TBT,S012,,,
